mm,mdd,dd,hr,Ts_C,VPD,u,"precip, mm","P, kPa","O3, ppb","PAR, W m-2"
4,23,113,4,3.77,0.2109,0.05,0,92.52,18.839,0
4,23,113,5,3.36,0.1922,0.03,0,92.55,16.481,0
4,23,113,6,13.27,0.9546,0.03,0,92.84,16.118,87.7
4,23,113,7,6.38,0.28247,0.23,0,92.65,24.799,313.45
4,23,113,8,9.81,0.44581,0.21,0,92.73,26.739,521.91
4,23,113,9,18.24,1.24007,0.19,0,92.9,28.739,700.19
4,23,113,10,14.92,0.84295,0.16,0,92.85,51.272,837.9
4,23,113,11,16.58,1.16195,0.49,0,92.87,60.737,925.7
4,23,113,12,19.66,1.62323,0.75,0,92.85,67.205,958.06
4,23,113,13,18.72,1.48428,0.77,0,92.89,69.14,932.65
4,23,113,14,19.19,1.54587,0.81,0,92.87,67.418,851.39
4,23,113,15,17.81,1.35115,0.84,0,92.9,64.189,719.46
4,23,113,16,19.04,1.53296,0.84,0,92.86,60.157,545.58
4,23,113,17,18.42,1.45937,0.81,0,92.88,55.453,340.32
4,23,113,18,12.16,0.58457,0.46,0,93.09,49.473,115.88
4,23,113,19,15.91,0.98483,0.38,0,92.94,46.275,0
4,23,113,20,14.03,0.8029,0.29,0,93.01,43.554,0
4,23,113,21,8.49,0.40659,0.14,0,93.11,40.308,0
4,23,113,22,10.93,0.60615,0.14,0,93.09,37.944,0
4,23,113,23,9.71,0.50284,0.14,0,93.1,36.122,0
4,24,114,0,6.01,0.23362,0.15,0,93.05,34.65,0
4,24,114,1,7.67,0.35873,0.14,0,93.1,33.236,0
4,24,114,2,6.84,0.31365,0.13,0,93.08,32.097,0
4,24,114,3,5.08,0.21289,0.13,0,93.15,31.163,0
4,24,114,4,5.69,0.24394,0.12,0,93.07,30.933,0
4,24,114,5,5.38,0.21717,0.12,0,93.11,31.228,0
4,24,114,6,13.88,0.90625,0.12,0,93.38,31.296,91.75
4,24,114,7,7.99,0.31455,0.28,0,93.2,39.196,316.83
4,24,114,8,10.92,0.46574,0.25,0,93.28,41.862,524.71
4,24,114,9,19.35,1.35039,0.63,0,93.33,42.807,702.69
4,24,114,10,15.71,0.88663,0.74,0,93.37,50.037,839.82
4,24,114,11,17.53,1.11928,0.88,0,93.35,55.568,927.35
4,24,114,12,20.57,1.55894,1.03,0,93.14,58.281,959.79
4,24,114,13,19.78,1.46002,0.97,0,93.29,58.43,934.07
4,24,114,14,20.18,1.54295,0.92,0,93.22,57.658,852.89
4,24,114,15,18.28,1.29331,0.88,0.003,93.14,56.619,719.32
4,24,114,16,19.81,1.47784,0.86,0.003,93.14,55.006,546.11
4,24,114,17,19.04,1.33416,0.83,0.003,93.14,52.525,341.82
4,24,114,18,12.75,0.47054,0.62,0,93.18,49.293,119
4,24,114,19,16.43,0.88185,0.52,0,93.15,47.759,0
4,24,114,20,14.59,0.68492,0.4,0,93.16,45.89,0
4,24,114,21,9.84,0.28645,0.14,0,93.13,42.618,0
4,24,114,22,11.78,0.44707,0.13,0,93.17,40.302,0
4,24,114,23,10.81,0.35435,0.14,0,93.15,38.703,0
4,25,115,0,7.99,0.12375,0.17,0,93.09,37.48,0
4,25,115,1,9.23,0.22023,0.13,0,93.12,36.119,0
4,25,115,2,8.61,0.18093,0.12,0,93.11,34.78,0
4,25,115,3,7.18,0.08899,0.16,0,93.19,33.304,0
4,25,115,4,7.71,0.12353,0.13,0,93.11,31.835,0
4,25,115,5,7.44,0.10375,0.14,0,93.15,30.46,0
4,25,115,6,14.86,0.7686,0.18,0,93.4,28.472,94.67
4,25,115,7,9.72,0.21125,0.42,0,93.24,35.007,315.47
4,25,115,8,12.28,0.34432,0.1,0,93.31,38.741,519.31
4,25,115,9,18.76,1.07098,0.31,0.02,93.36,41.243,644.59
4,25,115,10,16.16,0.7444,0.44,0.02,93.39,46.939,769.46
4,25,115,11,17.46,0.91139,0.63,0.02,93.38,52.674,849.07
4,25,115,12,19.78,1.23661,0.82,0,93.32,56.337,935.65
4,25,115,13,19.1,1.16726,0.74,0,93.35,57.374,910.71
4,25,115,14,19.44,1.24421,0.68,0,93.34,57.379,831.65
4,25,115,15,17.89,1.05604,0.63,0.003,93.37,56.904,721.64
4,25,115,16,19.15,1.22907,0.64,0.003,93.33,55.536,548.63
4,25,115,17,18.52,1.13994,0.65,0.003,93.35,53.029,344.55
4,25,115,18,12.46,0.41025,0.58,0.003,93.51,50.162,121.7
4,25,115,19,16.07,0.81854,0.55,0.003,93.4,48.335,0
4,25,115,20,14.26,0.61667,0.43,0.003,93.45,46.247,0
4,25,115,21,9.16,0.18789,0.16,0,93.52,42.992,0
4,25,115,22,11.36,0.37934,0.16,0,93.51,40.546,0
4,25,115,23,10.26,0.29002,0.16,0,93.52,39.152,0
4,26,116,0,7.69,0.09812,0.16,0,93.37,38.54,0
4,26,116,1,8.68,0.18068,0.16,0,93.49,38.302,0
4,26,116,2,8.19,0.15406,0.16,0,93.44,37.902,0
4,26,116,3,6.75,0.06147,0.17,0,93.41,37.266,0
4,26,116,4,7.37,0.08708,0.09,0,93.38,36.139,0
4,26,116,5,7.06,0.05418,0.05,0,93.39,34.852,0
4,26,116,6,15.37,0.79712,0.08,0.003,93.54,32.939,100.61
4,26,116,7,9.61,0.16529,0.45,0.003,93.44,41,324.59
4,26,116,8,12.48,0.36389,0.49,0.003,93.48,43.67,531.41
4,26,116,9,18.58,1.01691,0.54,0,93.5,45.584,574.5
4,26,116,10,16.44,0.74476,0.68,0,93.53,48.448,685.01
4,26,116,11,17.51,0.88347,0.84,0,93.52,51.181,755.42
4,26,116,12,20.7,1.34281,1,0,93.3,52.31,517.26
4,26,116,13,19.31,1.15741,1.07,0,93.46,52.364,503.33
4,26,116,14,20.01,1.28591,1.14,0,93.39,52.118,459.79
4,26,116,15,17.76,0.99554,1.22,0.007,93.32,51.663,489.55
4,26,116,16,19.72,1.26451,1.18,0.007,93.3,50.32,372.7
4,26,116,17,18.74,1.11805,1.14,0.007,93.31,47.805,234.94
4,26,116,18,14.31,0.52695,0.89,0.003,93.35,44.695,99.95
4,26,116,19,16.61,0.76569,0.78,0.003,93.33,42.765,0
4,26,116,20,15.46,0.60763,0.65,0.003,93.34,40.891,0
4,26,116,21,12.6,0.29856,0.49,0,93.3,38.655,0
4,26,116,22,13.74,0.39697,0.53,0,93.34,37.191,0
4,26,116,23,13.17,0.3196,0.57,0,93.32,36.582,0
4,27,117,0,11.16,0.108,0.61,0.003,93.25,36.294,0
4,27,117,1,12.12,0.20282,0.61,0.003,93.29,35.94,0
4,27,117,2,11.64,0.16562,0.62,0.003,93.27,35.646,0
4,27,117,3,10.25,0.04999,0.63,0,93.3,35.523,0
4,27,117,4,10.85,0.12384,0.63,0,93.26,35.621,0
4,27,117,5,10.55,0.11894,0.62,0,93.28,35.929,0
4,27,117,6,15.35,0.61524,0.61,0.017,93.54,35.382,102.72
4,27,117,7,11.93,0.2487,0.99,0.017,93.35,36.433,321.44
4,27,117,8,13.63,0.4107,1.01,0.017,93.43,38.439,523.13
4,27,117,9,16.71,0.75703,0.99,0.02,93.53,40.439,596.81
4,27,117,10,15.8,0.59347,1.05,0.02,93.54,42.517,710.83
4,27,117,11,16.26,0.59221,1.1,0.02,93.53,44.771,783.39
4,27,117,12,20.26,1.07895,1.13,0.037,93.36,45.87,935.24
4,27,117,13,17.91,0.71914,1.12,0.037,93.49,45.909,910.04
4,27,117,14,19.09,0.85726,1.1,0.037,93.44,45.661,831.47
4,27,117,15,19.01,0.82136,1.09,0.05,93.4,45.425,702.58
4,27,117,16,19.84,0.95651,1.03,0.05,93.37,44.501,535.61
4,27,117,17,19.42,0.90775,0.94,0.05,93.38,42.668,338.81
4,27,117,18,15.4,0.32399,0.64,0.04,93.64,40.047,125.39
4,27,117,19,17.78,0.60951,0.55,0.04,93.45,39.417,0
4,27,117,20,16.58,0.45559,0.47,0.04,93.53,39.072,0
4,27,117,21,12.73,0.05737,0.37,0,93.68,38.057,0
4,27,117,22,14.51,0.27279,0.36,0,93.65,36.997,0
4,27,117,23,13.62,0.21135,0.35,0,93.66,35.963,0
4,28,118,0,10.61,0,0.35,0,93.73,34.592,0
4,28,118,1,12.02,0.12418,0.31,0,93.69,32.571,0
4,28,118,2,11.31,0.09916,0.28,0,93.71,30.293,0
4,28,118,3,9.18,0,0.25,0,93.83,27.913,0
4,28,118,4,10.12,0.06584,0.21,0,93.75,25.641,0
4,28,118,5,9.65,0.05388,0.19,0,93.79,23.581,0
4,28,118,6,16.72,0.80566,0.15,0,93.98,22.103,108.83
4,28,118,7,11.68,0.13561,0.72,0,93.86,31.783,331.72
4,28,118,8,14.19,0.33788,0.85,0,93.91,36.794,537.44
4,28,118,9,21.54,1.27136,0.97,0,93.9,39.773,713.6
4,28,118,10,18.33,0.78751,0.89,0,93.96,43.676,849
4,28,118,11,19.94,1.01183,0.81,0,93.94,48.39,935.21
4,28,118,12,23.63,1.62125,0.71,0.003,93.67,52.959,966.92
4,28,118,13,22.26,1.37893,0.65,0.003,93.85,56.114,940.74
4,28,118,14,22.96,1.50059,0.59,0.003,93.77,57.824,859.71
4,28,118,15,21.64,1.27813,0.53,0,93.69,58.595,724.52
4,28,118,16,22.96,1.54111,0.59,0,93.67,57.76,552.96
4,28,118,17,22.3,1.46288,0.63,0,93.68,54.871,350.88
4,28,118,18,16.74,0.56618,0.49,0.003,93.65,49.081,131.32
4,28,118,19,20.01,0.95132,0.36,0.003,93.68,44.91,0
4,28,118,20,18.38,0.71749,0.28,0.003,93.67,41.265,0
4,28,118,21,13.17,0.24395,0.19,0,93.59,36.813,0
4,28,118,22,15.56,0.4862,0.19,0,93.64,32.905,0
4,28,118,23,14.37,0.3397,0.19,0,93.62,29.877,0
4,29,119,0,12.14,0.10138,0.2,0,93.56,27.653,0
4,29,119,1,12.83,0.17969,0.3,0,93.58,27.104,0
4,29,119,2,12.49,0.14235,0.39,0,93.57,26.958,0
4,29,119,3,11.32,0.02485,0.48,0,93.54,26.816,0
4,29,119,4,11.87,0.09557,0.45,0,93.56,26.965,0
4,29,119,5,11.6,0.08983,0.42,0,93.55,27.509,0
4,29,119,6,17.19,0.71415,0.39,0,93.6,27.829,113.58
4,29,119,7,13.27,0.25086,0.86,0,93.55,37.422,336.1
4,29,119,8,15.23,0.46125,0.9,0,93.57,40.883,541.45
4,29,119,9,22.51,1.49161,0.91,0,93.47,42.491,717.34
4,29,119,10,18.98,0.94147,0.84,0,93.57,45.715,852.32
4,29,119,11,20.75,1.20781,0.76,0,93.53,50.121,938.28
4,29,119,12,23.95,1.76089,0.67,0.007,93.27,54.421,969.71
4,29,119,13,23.01,1.56152,0.78,0.007,93.43,57.015,943.48
4,29,119,14,23.49,1.62143,0.87,0.007,93.36,57.727,862.45
4,29,119,15,21.56,1.26462,0.96,0,93.3,56.761,731.56
4,29,119,16,23.15,1.55381,0.98,0,93.28,53.939,559.27
4,29,119,17,22.35,1.43107,0.98,0,93.29,49.414,356.32
4,29,119,18,16.35,0.54992,0.9,0,93.36,44.605,134.86
4,29,119,19,19.82,1.00992,0.77,0,93.31,41.396,0
4,29,119,20,18.08,0.77337,0.61,0,93.33,38.975,0
4,29,119,21,12.95,0.22412,0.42,0,93.33,36.174,0
4,29,119,22,15.22,0.49089,0.44,0,93.35,33.819,0
4,29,119,23,14.09,0.39105,0.46,0,93.34,32.035,0
4,30,120,0,11.08,0.1239,0.48,0,93.18,30.47,0
4,30,120,1,12.34,0.25547,0.51,0,93.3,29.082,0
4,30,120,2,11.72,0.21311,0.54,0,93.25,27.891,0
4,30,120,3,9.57,0.04243,0.57,0,93.22,26.887,0
4,30,120,4,10.57,0.164,0.58,0,93.19,25.99,0
4,30,120,5,10.07,0.15868,0.59,0,93.2,25.089,0
4,30,120,6,14.59,0.62882,0.59,0,93.28,23.994,118.13
4,30,120,7,11.24,0.35532,0.98,0,93.23,33.122,340.3
4,30,120,8,12.91,0.57386,1.07,0,93.25,39.714,545.16
4,30,120,9,20.76,1.62167,1.13,0,93.23,43.175,720.46
4,30,120,10,16.65,1.08624,1.09,0,93.27,46.312,855.16
4,30,120,11,18.71,1.39201,1.06,0,93.25,49.387,940.77
4,30,120,12,23.74,2.23694,1.03,0,93.02,52.268,971.98
4,30,120,13,21.77,1.91447,1,0,93.18,54.223,945.66
4,30,120,14,22.77,2.10318,0.98,0,93.11,54.889,864.7
4,30,120,15,22.09,2.00709,0.96,0,93.06,54.523,733.97
4,30,120,16,23.19,2.17684,0.95,0,93.03,52.683,561.96
4,30,120,17,22.64,2.05735,0.92,0,93.04,49.24,359.38
4,30,120,18,15.85,0.93112,0.59,0,93.2,44.214,138.21
4,30,120,19,20,1.45368,0.52,0,93.09,41.197,0
4,30,120,20,17.92,1.16592,0.47,0,93.14,39.451,0
4,30,120,21,12.28,0.57363,0.45,0,93.29,37.45,0
4,30,120,22,14.65,0.79787,0.46,0,93.22,35.768,0
4,30,120,23,13.46,0.65381,0.47,0,93.25,34.48,0
5,1,121,0,10.09,0.32418,0.51,0,93.28,33.342,0
5,1,121,1,11.55,0.44186,0.5,0,93.29,32.062,0
5,1,121,2,10.82,0.36745,0.49,0,93.28,30.596,0
5,1,121,3,8.79,0.19043,0.5,0,93.44,28.936,0
5,1,121,4,9.64,0.27275,0.54,0,93.32,27.684,0
5,1,121,5,9.21,0.25054,0.58,0,93.37,27.122,0
5,1,121,6,13.85,0.68621,0.62,0,93.49,26.848,121.94
5,1,121,7,10.47,0.18245,0.87,0,93.45,32.06,343.53
5,1,121,8,12.16,0.19073,0.9,0,93.47,37.757,547.87
5,1,121,9,17.65,0.6665,0.92,0,93.49,42.04,722.61
5,1,121,10,15.12,0.32702,0.96,0,93.49,46.519,856.99
5,1,121,11,16.38,0.43987,1,0,93.49,51.343,942.28
5,1,121,12,19.11,0.76399,1.04,0.003,93.29,54.907,973.25
5,1,121,13,18.16,0.70105,0.98,0.003,93.45,56.218,946.9
5,1,121,14,18.64,0.83971,0.92,0.003,93.38,56.151,865.98
5,1,121,15,18.46,0.88724,0.86,0,93.29,55.295,735.5
5,1,121,16,18.89,0.92532,0.85,0,93.29,53.139,563.75
5,1,121,17,18.68,0.87028,0.82,0,93.29,49.569,361.62
5,1,121,18,14.32,0.19335,0.6,0,93.27,45.29,141.23
5,1,121,19,17.08,0.52784,0.52,0,93.29,43.268,0
5,1,121,20,15.7,0.38489,0.41,0,93.28,41.694,0
5,1,121,21,11.64,0.06711,0.23,0,93.31,39.447,0
5,1,121,22,13.42,0.2788,0.27,0,93.28,38.378,0
5,1,121,23,12.53,0.22281,0.31,0,93.29,38.162,0
5,2,122,0,10.44,0.06428,0.35,0,93.19,37.637,0
5,2,122,1,11.25,0.14549,0.35,0,93.28,35.988,0
5,2,122,2,10.85,0.12153,0.36,0,93.24,33.714,0
5,2,122,3,9.65,0.02989,0.36,0,93.31,31.182,0
5,2,122,4,10.17,0.09497,0.4,0,93.22,28.771,0
5,2,122,5,9.9,0.09472,0.44,0,93.26,26.412,0
5,2,122,6,14.6,0.56202,0.47,0,93.57,23.911,125.82
5,2,122,7,11.27,0.24228,0.96,0,93.37,31.605,347.14
5,2,122,8,12.92,0.42501,1.09,0,93.45,38.131,550.86
5,2,122,9,19.11,1.19268,1.2,0,93.61,41.202,724.94
5,2,122,10,16.1,0.83605,1.24,0,93.58,44.189,858.99
5,2,122,11,17.6,1.0586,1.28,0,93.59,47.658,943.98
5,2,122,12,22.69,1.86207,1.32,0,93.45,50.372,974.66
5,2,122,13,20.32,1.46227,1.21,0,93.57,52.082,948.3
5,2,122,14,21.51,1.63633,1.11,0,93.52,53.007,867.43
5,2,122,15,20.96,1.53444,1.03,0,93.46,53.445,716.16
5,2,122,16,22.11,1.73103,0.94,0,93.45,52.616,549.6
5,2,122,17,21.54,1.64306,0.83,0,93.46,50.381,353.61
5,2,122,18,17.01,0.79413,0.4,0,93.48,45.94,140.21
5,2,122,19,19.64,1.11722,0.37,0,93.46,43.778,0
5,2,122,20,18.32,0.92891,0.34,0,93.47,42.076,0
5,2,122,21,14.93,0.55102,0.31,0.003,93.55,39.772,0
5,2,122,22,16.31,0.6868,0.33,0.003,93.5,37.682,0
5,2,122,23,15.62,0.57804,0.36,0.003,93.52,35.868,0
5,3,123,0,14.06,0.37822,0.39,0.003,93.45,34.346,0
5,3,123,1,14.65,0.3792,0.24,0.003,93.53,32.664,0
5,3,123,2,14.36,0.28766,0.12,0.003,93.49,30.893,0
5,3,123,3,13.62,0.28265,0.07,0,93.5,28.812,0
5,3,123,4,13.91,0.29017,0.07,0,93.46,26.989,0
5,3,123,5,13.76,0.26042,0.08,0,93.48,25.66,0
5,3,123,6,18.85,0.86595,0.1,0.003,93.58,25.053,129.02
5,3,123,7,15.36,0.42886,0.44,0.003,93.52,31.985,348.47
5,3,123,8,17.1,0.62999,0.45,0.003,93.54,36.421,550.72
5,3,123,9,22.67,1.45301,0.45,0,93.51,40.03,716.15
5,3,123,10,20.13,1.07706,0.56,0,93.56,47.063,847.59
5,3,123,11,21.4,1.30834,0.69,0,93.54,54.109,931.04
5,3,123,12,24.33,1.85692,0.82,0,93.24,58.301,968.68
5,3,123,13,23.25,1.70216,0.77,0,93.45,59.621,942.34
5,3,123,14,23.8,1.84892,0.75,0,93.36,59.425,862.28
5,3,123,15,22.55,1.6718,0.74,0,93.15,58.527,731.55
5,3,123,16,23.75,1.88828,0.72,0,93.22,56.995,562.13
5,3,123,17,23.15,1.78346,0.69,0,93.19,54.689,363.02
5,3,123,18,17.16,0.72706,0.47,0,93.14,50.845,146.71
5,3,123,19,20.75,1.23317,0.4,0,93.15,48.469,0
5,3,123,20,18.96,1.00039,0.32,0,93.14,46.488,0
5,3,123,21,14.29,0.55706,0.21,0,93.1,43.777,0
5,3,123,22,16.21,0.74153,0.18,0,93.13,41.45,0
5,3,123,23,15.25,0.60931,0.16,0,93.12,39.669,0
5,4,124,0,12.59,0.32311,0.16,0,92.99,38.139,0
5,4,124,1,13.73,0.37761,0.14,0,93.08,36.723,0
5,4,124,2,13.17,0.27036,0.15,0,93.04,35.269,0
5,4,124,3,11.47,0.06012,0.19,0,92.97,33.397,0
5,4,124,4,12.22,0.14068,0.2,0,92.99,31.105,0
5,4,124,5,11.85,0.1146,0.21,0,92.98,28.636,0
5,4,124,6,20.14,1.11582,0.21,0.003,93.03,26.244,134.2
5,4,124,7,14.35,0.26828,0.53,0.003,92.98,36.039,354.43
5,4,124,8,17.24,0.5573,0.39,0.003,93,40.923,557.31
5,4,124,9,24.43,1.63921,0.32,0,92.91,44.422,730.94
5,4,124,10,21.58,0.95039,0.05,0,93,52.086,864.06
5,4,124,11,23.01,1.50285,0.24,0,92.96,58.878,948.59
5,4,124,12,24.71,1.94079,0.5,0.003,92.69,62.595,979.15
5,4,124,13,24.55,1.88694,0.7,0.003,92.86,63.724,952.62
5,4,124,14,24.64,1.88674,0.89,0.003,92.79,62.669,871.97
5,4,124,15,21.91,1.38451,1.06,0.027,92.56,59.859,740.95
5,4,124,16,23.79,1.67029,1.09,0.027,92.66,55.837,570.26
5,4,124,17,22.86,1.46068,1.11,0.027,92.62,51.365,369.74
5,4,124,18,16.27,0.43816,1.05,0.023,92.52,47.303,151.4
5,4,124,19,20.03,0.93552,0.91,0.023,92.55,44.458,0
5,4,124,20,18.15,0.67,0.73,0.023,92.54,41.819,0
5,4,124,21,13.95,0.19699,0.52,0,92.39,38.378,0
5,4,124,22,15.51,0.40415,0.62,0,92.49,36.037,0
5,4,124,23,14.74,0.34907,0.71,0,92.45,35.481,0
5,5,125,0,13.16,0.21401,0.8,0.2,92.33,36.839,0
5,5,125,1,13.69,0.25508,0.86,0.2,92.38,38.904,0
5,5,125,2,13.43,0.21457,0.91,0.2,92.36,39.837,0
5,5,125,3,12.44,0.10239,0.96,0.03,92.33,39.352,0
5,5,125,4,12.92,0.17303,0.99,0.03,92.33,38.558,0
5,5,125,5,12.68,0.17335,1.01,0.03,92.33,38.339,0
5,5,125,6,14.29,0.36172,1.04,0.037,92.38,37.545,136.33
5,5,125,7,13.05,0.28214,1.22,0.037,92.34,38.485,352.41
5,5,125,8,13.67,0.39411,1.25,0.037,92.36,40.136,551.3
5,5,125,9,16.38,0.75073,1.26,0.06,92.24,41.924,703.93
5,5,125,10,15,0.59251,1.36,0.06,92.35,43.696,831.16
5,5,125,11,15.7,0.67705,1.46,0.06,92.3,45.097,911.96
5,5,125,12,17.08,0.85291,1.56,0.017,92.03,45.647,979.15
5,5,125,13,16.63,0.80772,1.61,0.017,92.19,45.323,952.69
5,5,125,14,16.87,0.85002,1.67,0.017,92.12,44.434,872.33
5,5,125,15,15.08,0.65253,1.73,0.057,91.98,43.029,733.17
5,5,125,16,16.42,0.81484,1.69,0.057,92.02,41.281,565.3
5,5,125,17,15.75,0.74121,1.64,0.057,92,39.579,367.96
5,5,125,18,12.58,0.40695,1.57,0.137,91.92,39.686,142.98
5,5,125,19,14.25,0.52369,1.54,0.137,91.97,40.768,0
5,5,125,20,13.42,0.38621,1.48,0.137,91.95,41.941,0
5,5,125,21,11.17,0.1269,1.43,0.52,91.86,42.877,0
5,5,125,22,12.12,0.22259,1.41,0.52,91.91,43.735,0
5,5,125,23,11.65,0.18902,1.41,0.52,91.89,44.557,0
5,6,126,0,7.83,0,1.43,0.037,91.99,44.839,0
5,6,126,1,10.04,0.19439,1.41,0.037,91.89,43.651,0
5,6,126,2,8.93,0.24045,1.43,0.037,91.93,42.04,0
5,6,126,3,5.28,0.12172,1.49,0.007,92.23,40.619,0
5,6,126,4,6.96,0.26301,1.42,0.007,92.04,38.66,0
5,6,126,5,6.11,0.23566,1.36,0.007,92.12,36.571,0
5,6,126,6,10.07,0.55872,1.3,0.02,92.39,34.469,142.29
5,6,126,7,6.86,0.27424,1.45,0.02,92.27,35.238,361.76
5,6,126,8,8.46,0.34314,1.51,0.02,92.32,37.561,563.59
5,6,126,9,12.1,0.60581,1.55,0.153,92.36,40.287,620.56
5,6,126,10,10.75,0.46672,1.57,0.153,92.38,42.746,732.26
5,6,126,11,11.43,0.51062,1.59,0.153,92.37,44.458,803.02
5,6,126,12,12.5,0.59487,1.61,0.263,92.38,45.4,878.4
5,6,126,13,12.23,0.55841,1.6,0.263,92.36,45.637,854.95
5,6,126,14,12.36,0.56017,1.58,0.263,92.37,45.306,782.9
5,6,126,15,10.76,0.40205,1.58,0.217,92.42,44.472,641.49
5,6,126,16,11.92,0.51245,1.45,0.217,92.39,43.149,495.21
5,6,126,17,11.34,0.46396,1.31,0.217,92.4,41.279,323.11
5,6,126,18,9.3,0.2923,1.16,0.063,92.41,40.161,156.94
5,6,126,19,10.27,0.37478,1.05,0.063,92.42,39.349,0
5,6,126,20,9.79,0.33408,0.92,0.063,92.41,38.704,0
5,6,126,21,8.02,0.19417,0.63,0.043,92.3,37.779,0
5,6,126,22,8.88,0.27262,0.74,0.043,92.39,38.227,0
5,6,126,23,8.46,0.25138,0.84,0.043,92.35,39.4,0
5,7,127,0,6.46,0.1207,0.93,0.01,92.16,40.549,0
5,7,127,1,7.51,0.22789,0.96,0.01,92.27,40.793,0
5,7,127,2,6.99,0.22737,0.99,0.01,92.22,40.176,0
5,7,127,3,5.29,0.15257,1.03,0.003,92.1,39.207,0
5,7,127,4,6.08,0.21514,0.98,0.003,92.15,38.383,0
5,7,127,5,5.69,0.20398,0.94,0.003,92.13,37.873,0
5,7,127,6,8.05,0.38176,0.92,0.04,92.09,36.484,135.78
5,7,127,7,6.21,0.24405,1.11,0.04,92.1,36.582,339.03
5,7,127,8,7.13,0.29048,1.21,0.04,92.09,37.516,526.13
5,7,127,9,9,0.41424,1.29,0.78,91.88,39.024,339.47
5,7,127,10,8.39,0.32011,1.32,0.78,92.04,41.013,400.07
5,7,127,11,8.7,0.2995,1.36,0.78,91.97,43.265,438.56
5,7,127,12,8.45,0.23542,1.4,0.903,91.94,45.104,246.21
5,7,127,13,8.81,0.23551,1.39,0.903,91.89,45.976,239.66
5,7,127,14,8.63,0.18829,1.4,0.903,91.91,45.786,219.53
5,7,127,15,7.21,0.04098,1.41,0.793,92.15,44.267,657.01
5,7,127,16,8.02,0.0938,1.38,0.793,91.99,41.787,508.1
5,7,127,17,7.6,0.05179,1.39,0.793,92.06,39.72,332.61
5,7,127,18,4.8,0,1.43,0.027,92.76,40.228,159.4
5,7,127,19,6.35,0.04701,1.3,0.027,92.29,40.214,0
5,7,127,20,5.55,0.07541,1.17,0.027,92.49,38.667,0
5,7,127,21,3.24,0.0269,1.04,0.003,92.92,37.554,0
5,7,127,22,4.27,0.10301,0.89,0.003,92.8,37.198,0
5,7,127,23,3.75,0.09278,0.73,0.003,92.85,36.488,0
5,8,128,0,2.59,0.05402,0.57,0,92.99,34.856,0
5,8,128,1,3.02,0.07434,0.5,0,92.94,32.963,0
5,8,128,2,2.8,0.06434,0.42,0,92.96,31.096,0
5,8,128,3,2.33,0.04909,0.35,0,92.98,29.163,0
5,8,128,4,2.5,0.05837,0.32,0,92.99,27.495,0
5,8,128,5,2.42,0.05583,0.29,0,92.98,26.118,0
5,8,128,6,7.54,0.37222,0.28,0,93.07,24.714,129.21
5,8,128,7,4.06,0.15537,0.73,0,93,28.868,319.33
5,8,128,8,5.79,0.24987,0.81,0,93.03,31.224,494.36
5,8,128,9,11.58,0.68858,0.88,0.007,93.02,33.364,739.15
5,8,128,10,8.89,0.44731,0.9,0.007,93.06,36.325,870.96
5,8,128,11,10.24,0.542,0.94,0.007,93.04,39.955,954.45
5,8,128,12,13.86,0.86872,0.98,0.011,92.96,43.144,983.77
5,8,128,13,12.35,0.71697,0.96,0.011,93.01,44.792,957.43
5,8,128,14,13.11,0.79188,0.94,0.011,92.99,45.244,877.16
5,8,128,15,12.88,0.7699,0.92,0.009,92.96,44.938,736.02
5,8,128,16,13.53,0.82275,0.89,0.009,92.96,44.029,569.33
5,8,128,17,13.21,0.77466,0.85,0.009,92.96,42.445,373.4
5,8,128,18,9.87,0.43674,0.75,0,92.99,41.266,162.52
5,8,128,19,11.87,0.62942,0.7,0,92.97,40.432,0
5,8,128,20,10.87,0.53299,0.54,0,92.98,39.497,0
5,8,128,21,7.49,0.27637,0.23,0,92.94,37.163,0
5,8,128,22,9.08,0.38172,0.25,0,92.98,35.009,0
5,8,128,23,8.29,0.30728,0.27,0,92.96,33.538,0
5,9,129,0,5.82,0.12235,0.3,0,92.88,32.35,0
5,9,129,1,6.94,0.19364,0.3,0,92.93,31.251,0
5,9,129,2,6.38,0.15394,0.3,0,92.91,30.7,0
5,9,129,3,5.48,0.09371,0.3,0,92.9,30.77,0
5,9,129,4,5.7,0.10411,0.31,0,92.88,31.266,0
5,9,129,5,5.59,0.09283,0.32,0,92.89,31.857,0
5,9,129,6,11.7,0.55854,0.33,0,92.9,31.581,148.55
5,9,129,7,7.55,0.21968,0.76,0,92.9,35.945,361.48
5,9,129,8,9.63,0.38385,0.74,0,92.9,38.98,557.63
5,9,129,9,16.76,1.11723,0.7,0,92.83,41.634,741.48
5,9,129,10,13.39,0.73918,0.68,0,92.88,45.67,872.94
5,9,129,11,15.08,0.9204,0.7,0,92.86,49.381,956.23
5,9,129,12,18.5,1.34522,0.77,0.002,92.75,52.272,985.9
5,9,129,13,17.35,1.18983,0.83,0.002,92.81,53.567,959.52
5,9,129,14,17.93,1.26372,0.89,0.002,92.79,53.42,879.34
5,9,129,15,16.92,1.13272,0.95,0.009,92.71,52.318,750.56
5,9,129,16,17.98,1.26093,0.93,0.009,92.74,50.57,581.34
5,9,129,17,17.45,1.18233,0.89,0.009,92.73,48.229,382.51
5,9,129,18,12,0.55226,0.79,0,92.79,46.543,165.72
5,9,129,19,15.27,0.89756,0.69,0,92.73,45.248,0
